Name,Category,Bio,Aliases,Flights,Documents,Connections,In Black Book,Nationality
Sophie Dahl,celebrity,British model and author (granddaughter of Roald Dahl); 2 numbers in Epstein's black book; no allegations.,,0,28,0,Yes,British
Stacey Plaskett,politician,"USVI delegate; received Epstein donations, texted during 2019 Cohen hearing, 2 EFTA docs.",Stacey Elizabeth Plaskett,0,195,0,No,American
Staff Member Preparing Out Count,associate,Person responsible for preparing the out count form.,Count; Staff Count,0,2253,0,No,
Stanislas Dehaene,academic,Leading French cognitive neuroscientist at Collège de France who corresponded with Epstein about Paris meetings.,,0,65,0,No,French
Stavros Niarchos IV,socialite,Shipping heir listed in Epstein's black book.,Stavros IV; Stavros Niarchos,0,35,0,Yes,Greek
Stefan Kaluzny,business,Sycamore Partners founder; billionaire PE investor; EFTA01835643.,,0,61,0,No,American
Stephanie Hodges,associate,Superyacht captain who co-managed Little St. James island with husband Roy Hodges; handled bookkeeping and HR on the superyacht Laurel; named in EFTA documents.,,0,2365,0,No,
Stephanie Remington,associate,LSJE LLC employee; managed Little St. James Island operations during 2018 FBI investigation period.,,0,1663,0,No,American
Stephanie Seymour,celebrity,"American supermodel, Victoria's Secret Angel, and 1990s fashion icon listed in Epstein's black book.",,0,93,0,Yes,American
Stephen A. Cozen,associate,Attorney,Cozen; Stephen Cozen,0,29,0,No,
Stephen Caplinger,other,Landscape designer for Epstein properties; maintained Little Saint James grounds.,,0,668,0,No,American
Stephen Feinberg,business,Cerberus Capital founder; 20+ docs in Epstein files; Deutsche Bank flagged as high risk.,Feinberg,0,59,0,No,American
Stephen Flatley,associate,Forensic Examiner for the Federal Bureau of Investigation.,,0,30,0,No,
Stephen Gillers,associate,Expert or witness,,0,14,0,No,
Stephen Schwarzman,business,Blackstone CEO; named in Epstein's 2018 'war council' email listing Trump associates.,Schwarzman,0,99,0,No,American
Stephen Sills,other,Interior designer listed in Epstein's black book.,,0,24,0,Yes,American
Steve Anthony,associate,Myspace user who posted a comment.,Steven Anthony,0,368,0,No,
Steve Hanson,business,NYC restaurant mogul (B.R. Guest); email correspondent of Epstein; involved in Kimbal Musk matchmaking.,Stephen Hanson; Stephen P. Hanson; Shanson900; Steven Hanson,0,8429,0,No,American
Steve Tananbaum,business,Senior Managing Member and Founding Partner of GoldenTree Asset Management; referenced in Epstein files.,Steven Tananbaum,0,0,0,No,
Steve Wynn,business,Casino mogul listed in Epstein's black book.,Stephen Alan Wynn; Steven Wynn,0,217,0,Yes,American
Steven Andrew,associate,"Individual whose name appears in DOJ case files and SDNY correspondence related to the Epstein investigation, including in email threads and participant lists from the 2019 to 2021 period.",Steve Andrew,0,2635,0,No,
Steven Hoffenberg,associate,Epstein's partner in the Towers Financial Ponzi scheme who claimed Epstein admitted Mossad ties; died in 2022.,Steve Hoffenberg,0,664,0,No,American
Steven Mnuchin,politician,Former Treasury Secretary listed in Epstein's black book.,Steve Mnuchin,0,70,0,Yes,American
Steven Spielberg,celebrity,Filmmaker; 3 black book numbers; name appeared in Giuffre v. Maxwell documents without accusation; not in flight logs; no allegations.,Steve Spielberg,0,81,0,Yes,American
Steven Tisch,business,Co-owner of NY Giants; 440+ mentions in Epstein DOJ files.,Steve Tisch; Steven Elliot Tisch,0,950,0,No,American
Steven Victor,business,"New York dermatologist who sought a personal loan from Epstein, documented in case files.",Steve Victor,0,512,0,No,American
Stewart Oldfield,business,Deutsche Bank private banker; Epstein's relationship manager; facilitated cash withdrawals.,,0,28061,0,No,American
Sting,celebrity,British musician (The Police); 3 black book entries including wife Trudie Styler and Wiltshire estate; no allegations.,Gordon Matthew Thomas Sumner,0,0,0,Yes,British
Story Cowles,associate,Epstein personal assistant; 159 jail visits; former boyfriend of Sarah Kellen.,,0,4404,0,No,American
Strauss Zelnick,business,Take-Two Interactive CEO listed in Epstein's black book.,,0,0,0,Yes,American
Stuart Pivar,other,"Art collector, chemist.",,0,64,0,No,
Stuart S. Mermelstein,associate,Miami attorney and co-founder of Herman and Mermelstein PA who represented multiple Jane Doe victims in civil suits against Epstein.,Mermelstein; Stuart Mermelstein,0,434,0,No,
Suann Ingle,associate,"Sender of email to Kendra Melrose on May 11, 2011.",,0,20,0,No,
Sublimehottie (blog author),associate,The author of the Myspace blog posts.,author); Sublimehottie author),0,10,0,No,
Sumner Redstone,business,Media mogul listed in Epstein's black book; deceased.,Sumner Murray Rothstein,0,16,0,Yes,American
Susan Elizabeth Brune,associate,counsel for David Farse and conversed with witness about Juror No. 1.,Brune; Susan Brune; Sue Elizabeth Brune,0,46,0,No,
Susan Rice,politician,Former National Security Advisor and UN Ambassador; appears in 682 Epstein documents; her name occurs in a 2018 Epstein-Bannon email about Obama-era intelligence disputes; on DOJ 305-name list; no direct Epstein connection reported.,Rice; Sue Rice,0,684,0,No,American
Tatiana Sorokina,associate,Contact listed in Epstein's black book.,,0,1,0,Yes,Russian
Tawakol Karman,politician,Nobel Peace Prize laureate mentioned in Epstein files in context of Ban Ki-moon events.,,0,6,0,No,
Tazia Smith,business,Deutsche Bank Managing Director; Epstein's listed Client Advisor on $91M+ portfolio accounts.,,0,4224,0,No,American
Ted J. Kaptchuk,academic,"Associate Professor of Medicine at Harvard Medical School, expert on the placebo effect, in direct email contact with Jeffrey Epstein who claimed to have funded his research.",Kaptchuk; Ted Kaptchuk; Theodore J. Kaptchuk,0,394,0,No,
Ted Kaczynski,other,The Unabomber; referenced in Epstein documents regarding David Gelernter.,Theodore Kaczynski; Theodore J. Kaczynski; Unabomber,0,11,0,No,
Ted Turner,associate,Founder of CNN and media mogul. Named in Epstein case documents and email records released by the House Oversight Com...,Theodore Turner,0,42,0,No,
Tenzin Priyadarshi,academic,Buddhist monk at MIT; Epstein used him to try to reach the Dalai Lama; received $50K from Epstein entity (returned),Venerable Tenzin Priyadarshi,0,86,0,No,Indian
Theodore J. Leopold,associate,attorney writing the letter.,Leopold; Theodore Leopold; Ted J. Leopold,0,113,0,No,
Theresa May,politician,Former UK PM; in Epstein files via G20 and Brexit news articles in seized emails.,May,0,178,0,No,British
Theresa Trzaskoma,associate,Person who had a discussion with Brune about Juror No. 1.,,0,47,0,No,
Thierry Despont,other,Architect who worked on Epstein properties.,,0,10,0,Yes,French-American
Thomas M. Valenzuela,associate,President,Valenzuela; Thomas Valenzuela; Tom M. Valenzuela,0,3,0,No,
Thomas Magnani,academic,Epstein's dentist and Columbia dental professor. Arranged irregular dental school admission for Epstein's girlfriend ...,Tom Magnani,0,796,0,No,American
Thomas Massie,politician,U.S. Representative; unmasked six DOJ-redacted names using congressional immunity.,Tom Massie,0,13,0,No,American
Thomas Turrin,associate,Email correspondent with Epstein and Brad Wechsler; discussed meetings and business matters.,,0,503,0,No,
Thorbjorn Jagland,politician,Former Norwegian PM and Nobel Committee Chairman; under corruption investigation for Epstein ties.,Thorbjorn Jagland,0,245,0,No,Norwegian
Tim Cook,business,Apple CEO whose name appears in Epstein EFTA documents via Ian Osborne and Steven Sinofsky intermediary contacts. No direct Epstein meeting documented.,,0,2,0,No,American
Tim Peck,business,OBMI chairman (Caribbean architect) who was approached for Epstein island project but declined (2018),Tim M. E. Peck; Timothy Peck,0,176,0,No,British
Tim Summers,associate,Contact listed in Epstein's black book.,,0,74,0,Yes,American
Timothy Donovan,legal,School district counsel who aided Epstein investigation.,,0,16,0,No,American
Timothy J. Ambrose,associate,Vice President of Institutional Advancement at Interlochen Center for the Arts.,Ambrose; Timothy Ambrose,0,10,0,No,
Tina Brown,celebrity,Former Vanity Fair and New Yorker editor; refused Epstein's 2010 post-conviction dinner for Prince Andrew and was targeted by Epstein and publicist Peggy Siegal in a campaign to silence her critical coverage.,Christina Hambley Brown; Lady Evans,0,300,0,No,British-American
Todd Boehly,business,Chelsea FC owner who had two business meetings with Epstein in 2011.,,0,105,0,No,American
Tom Ford,business,"American fashion designer and filmmaker who served as creative director of Gucci and later founded his own eponymous luxury label. Listed in Jeffrey Epstein's contact black book. Ford was a prominent figure in the New York and European fashion and social elite throughout the 1990s and 2000s, moving in overlapping circles with Epstein associates including Ghislaine Maxwell. He later directed the films A Single Man (2009) and Nocturnal Animals (2016).",Thomas Carlyle Ford; Thomas Ford,0,345,0,Yes,American
Tom Hicks,business,Billionaire investor listed in Epstein's black book.,Thomas Ollis Hicks; Thomas Hicks,0,24,0,Yes,American
Tom McMillen,politician,Former U.S. Representative and NBA player; named in Epstein documents.,Thomas McMillen,0,13,0,No,
Tom Melnick,associate,Associate mentioned frequently in Epstein communications; operational role.,Thomas Melnick,0,527,0,No,
Tom Pritzker,business,Hyatt Hotels chairman connected to Epstein's social network,Thomas Pritzker,0,505,0,No,American
Tom Rutherford,associate,Bernalillo County commissioner and donor.,Thomas Rutherford,0,36,0,No,
Tom Worrell,associate,"Donor, Real estate",Thomas Worrell,0,9,0,No,
Tommy Hughes,associate,Bond Attorney,,0,26,0,No,
Tommy Mottola,business,Former Sony Music CEO who corresponded with Epstein from 2010 to 2019 and visited his Manhattan mansion multiple times; 900+ document mentions.,,0,796,0,No,American
Tony Bennett,celebrity,Legendary singer; listed in Epstein's black book; deceased 2023.,Anthony Dominick Benedetto; Anthony Bennett,0,76,0,Yes,American
Tony Blair,politician,"Former UK Prime Minister; met Epstein at Downing Street May 2002; Epstein recorded saying ""Tony knows me well""",Anthony Charles Lynton Blair; Anthony Blair,0,453,0,Yes,British
Tony Figueroa,associate,Named in Palm Beach Police reports as bringing girls to Epstein.,Anthony Figueroa,0,52,0,No,American
Tony Randall,celebrity,Actor (The Odd Couple); 2 black book numbers; New York arts figure; founded National Actors Theatre; died 2004; no allegations.,Arthur Leonard Rosenberg; Anthony Randall,0,93,0,Yes,American
Tracy Amaladas,associate,"Supervisory Deputy United States Marshal, Southern District of New York.",,0,2,0,No,
Trent Steele,legal,Real estate attorney who handled Epstein property transactions; received $500K wire from JPMorgan.,,0,226,0,No,
Trevor Loy,associate,Managing Partner and donor.,,0,3,0,No,
Tucker Carlson,celebrity,"Fox News host turned independent commentator; on DOJ February 2026 ""politically exposed persons"" list.",Carlson,0,14,0,No,American
Ugly Ken Hart,associate,"Screen name or pseudonym appearing in MySpace social media printouts and online conversation transcripts recovered as part of the DOJ Epstein case document production. The records, dated from around 2005, capture comments and messaging activity on the MySpace platform, and the name appears in instant messaging logs collected during the investigation of Epstein network contacts.",Ugly Hart,0,809,0,No,
Ulrich Schmid-Maybach,other,"Great-grandson of automobile pioneer Wilhelm Maybach, appearing in wire transfer records connected to Epstein financial entities at Deutsche Bank.",Ulrich Schimd Maybach; Ulrich Schmid; Ulrich Maybach,0,32,0,No,American
Umar Dzhabrailov,business,"Chechen businessman and Russian senator who arranged Epstein and Maxwell's 2001 Moscow visit. Found dead with a gunshot wound on March 2, 2026.",Umar Jabrailov,0,0,0,No,Russian (Chechen)
Undisclosed Individual,associate,Subject of the TECS II record.,,0,5539,0,No,
Unit Manager,associate,Allowed Epstein to place an unmonitored telephone call.,,0,10160,0,No,
VI THOMAS,associate,"Name appearing in government database query records associated with law enforcement checks on Jeffrey Epstein aircraft, including the tail numbers N909J and N909V. The records were processed through the USVI-based address at 6100 Red Hook Quarters, St. Thomas, which is also associated with Epstein Virgin Islands entities, suggesting a connection to local staff or office personnel handling administrative and logistics inquiries.",,0,1574,0,No,
Vahe Stepanian,business,Deutsche Bank VP; Epstein's primary private banker managing trading and accounts (2013-2019),,0,6182,0,No,
Valdas Petreikis,associate,"Lithuanian event organizer and husband of Simona Petreike. Received at least €90,000+ from Epstein-linked entities through his companies Fors projektai and NPO Baleto Teatras. Met Epstein in Paris in January 2019. UK National Crime Agency flagged the transfers to the FBI.",Waldorado,0,7,0,No,
Valentino Garavani,business,Fashion designer listed in Epstein's black book.,Valentino,0,0,0,Yes,Italian
Valéria Chomsky,other,Brazilian interpreter and second wife of Noam Chomsky (married 2014). Referenced in EFTA documents.,,0,5,0,No,Brazilian
Vanessa Barrett,business,Fund director with hedge fund experience; involved in Epstein entity fund structures.,,0,57,0,No,
Vanessa von Bismarck,other,Heiress and publishing entrepreneur.,Bismarck; Vanessa Bismarck,0,5,0,No,
Various correctional officers,associate,Observers conducting and logging observations.,officers; Various officers,0,2476,0,No,
Vera Wang,business,Fashion designer who signed Ghislaine Maxwell's 2003 birthday book for Epstein and appeared in his address book.,,0,1184,0,Yes,American
Vic Rasheed,business,Real estate developer in Epstein's contact network.,,0,4,0,Yes,American
Vicky Ward,associate,"British-American investigative journalist and author who broke the first major profile of Jeffrey Epstein in Vanity Fair in 2003. Her original story was significantly altered before publication when two women who alleged abuse by Epstein had their accounts removed at the insistence of Epstein attorney Alan Dershowitz. Ward later wrote extensively about Epstein for The Daily Beast and authored books on Wall Street, including coverage of the financial networks surrounding Epstein.",,0,613,0,No,
Victor M. Serby,associate,Attorney filing affirmation in opposition to motion to dismiss.,Serby; Victor Serby,0,5,0,No,
Victor Nee,academic,"Cornell University sociology professor associated with Barnaby Marsh, who had documented contact with Epstein.",,0,15,0,No,American
Victoria Stodden,academic,Data science professor. Flirtatious email correspondence with Epstein from 2009-2011 found in EFTA01818665.,,0,286,0,No,American
Vincenzo Iozzo,business,Network security researcher referred to Epstein by Joi Ito. Discussed hacking and financial fraud in 2014 emails. Ban...,Vin Iozzo,0,932,0,No,Italian
